comparison_id,source_id,source_family,source_title,source_owner,source_version,source_status,canonical_url,doi_or_identifier,evidence_level,materiality,coverage_status,source_locator,identity_paradigms,human_coverage,organization_coverage,device_coverage,workload_coverage,agent_coverage,foundational_grounding,formalism,modularity,identity_subject_semantics,digital_identity_semantics,account_profile_semantics,identifier_semantics,claim_attribute_semantics,evidence_proof_semantics,proofing_binding_semantics,authentication_semantics,session_semantics,authorization_semantics,federation_semantics,provisioning_semantics,credential_wallet_semantics,trust_governance_semantics,government_identity_semantics,privacy_boundary,provenance_boundary,equality_coreference_policy,lifecycle_richness,constraint_richness,reasoning_support,cq_support,evaluation_method,reproducibility,cm4di_overlap,cm4di_gap_revealed,source_gap_addressed_by_cm4di,semantic_conflicts,ddd_impact,formalization_impact,novelty_relevance,notes,last_verified_date
SRC-0059,EUDI-S011,EU-EUDI,EUDI Functional Conformance Assessment Framework,European Union / EUDI ecosystem,current v3-related functional-conformance resource,current v3-related functional-conformance resource,https://conformance.eudi.dev,,normative-primary,material,registered-needs-extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,functional test cases for Wallet Solution requirements; conformance evidence,exact test-suite/repository inventory and CQ mapping pending,,,Credential Exchange;Trust Governance;Evaluation,,EU regulatory/framework alignment,,2026-08-29
SRC-0060,EUDI-S012,EU-EUDI,EUDI Reference Implementation documentation,European Union / EUDI ecosystem,current official reference-implementation surface,current official reference-implementation surface,https://docs.eudi.dev,,normative-primary,supporting,registered-needs-extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wallet implementation components and flows,component/repository/version mapping pending,,,Credential Exchange;Government Identity,,EU regulatory/framework alignment,,2026-08-29
SRC-0061,TF-001,global-trust-framework,UK Digital Verification Services Trust Framework 1.0,UK DSIT / OfDIA,2026-06-09,final; effectiveness transition stated by authority,https://www.gov.uk/government/publications/uk-digital-verification-services-trust-framework-1-0,,institutional-primary,material,existing-summary_needs-exhaustive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Provider roles, certification, register status, holder/orchestration semantics",,,,Trust Governance;Identity Establishment;Identity Administration,,cross-jurisdiction trust/governance coverage,,2026-08-29
SRC-0062,TF-002,global-trust-framework,How to check someone's identity (GPG45) 1.0,UK Government,2026-06-09,final,https://www.gov.uk/government/publications/how-to-check-someones-identity-1-0,,institutional-primary,material,existing-summary_needs-exhaustive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Identity evidence, checking, scoring/confidence and proofing",,,,Identity Evidence;Identity Establishment;Trust Governance,,cross-jurisdiction trust/governance coverage,,2026-08-29
SRC-0063,TF-003,global-trust-framework,"How to create, bind and share attributes 1.0",UK Government,2026-06-09,final,https://www.gov.uk/government/publications/how-to-create-bind-and-share-attributes-1-0,,institutional-primary,material,existing-summary_needs-exhaustive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute source, provenance, binding, quality and sharing",,,,Identity Information;Identity Evidence;Trust Governance,,cross-jurisdiction trust/governance coverage,,2026-08-29
SRC-0064,TF-004,global-trust-framework,Pan-Canadian Trust Framework,DIACC,current,living modular framework,https://diacc.ca/trust-framework/,,institutional-primary,material,existing-summary_needs-exhaustive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conformance profiles, authentication, credentials, privacy, trust registries",,,,Trust Governance;Authentication;Credential Management,,cross-jurisdiction trust/governance coverage,,2026-08-29
SRC-0065,TF-005,global-trust-framework,PCTF Trust Registries Final Recommendation V1.0,DIACC,2023-11,final recommendation,https://diacc.ca/2023/11/13/the-diacc-releases-its-pan-canadian-trust-framework-pctf-trust-registries-final-recommendation-v1-0/,,institutional-primary,material,existing-summary_needs-exhaustive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Registry participant, certification status, trustmark, issuer/verifier/wallet-provider status",,,,Trust Governance,,cross-jurisdiction trust/governance coverage,,2026-08-29
SRC-0066,TF-006,global-trust-framework,Australia Digital ID Act 2024 and Digital ID system governance,Australian Government,2024,in force,https://www.digitalidsystem.gov.au/what-is-digital-id/digital-id-act-2024,,institutional-primary,material,existing-summary_needs-exhaustive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Accreditation, regulatory authority, system participation, identity/attribute/exchange provider roles",,,,Trust Governance;Government Identity,,cross-jurisdiction trust/governance coverage,,2026-08-29
SRC-0067,TF-007,global-trust-framework,"Australia Digital ID Rules, Accreditation Rules and Data Standards",Australian Government,2024-current,in force/current instruments,https://www.digitalidsystem.gov.au/rules-and-regulations,,institutional-primary,material,existing-summary_needs-exhaustive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Accreditation requirements, participation status, identity verification/authentication levels",,,,Trust Governance;Government Identity,,cross-jurisdiction trust/governance coverage,,2026-08-29
SRC-0068,TF-008,global-trust-framework,MOSIP 1.2.0 Architecture,MOSIP,2026-current,current documentation,https://docs.mosip.io/1.2.0/overview/architecture,,institutional-primary,supporting,existing-summary_needs-targeted-mining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Foundational-ID lifecycle, resident/partner/RP/provider roles",,,,Government Identity;Identity Establishment;Credential Management;Authentication,,cross-jurisdiction trust/governance coverage,,2026-08-29
SRC-0069,TF-009,global-trust-framework,World Bank ID4D Practitioner Guide / Principles,World Bank ID4D,current,living guidance,https://id4d.worldbank.org/guide/1-principles,,institutional-primary,supporting,existing-summary_needs-targeted-mining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Legal/regulatory framework, institutional mandate, oversight, privacy, interoperability and lifecycle",,,,Government Identity;Trust Governance,,cross-jurisdiction trust/governance coverage,,2026-08-29
SRC-0070,IAM-P001,operational-IAM,AWS IAM,Amazon Web Services,current official documentation,seeded-needs-exhaustive,https://docs.aws.amazon.com/IAM/latest/UserGuide/introduction_identity-management.html,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,workforce and workload access,,,,Strong via IAM roles,,,,,,,IAM User; IAM Role; IAM Group; Principal; Policy,,,,,,,Identity and resource policies; permissions; conditions,External IdP federation; role assumption,Limited direct provisioning; integrates with external identity sources,,,,,,,,,,,,official docs; implementation repos handled separately,IAM Role maps operationally to Principal/PermissionBundle patterns and must not be treated as a UFO Role.,,,,Authorization;Workload Identity;Federation,,,,2026-08-29
SRC-0071,IAM-P002,operational-IAM,AWS IAM Identity Center,Amazon Web Services,current official documentation,seeded-needs-exhaustive,https://docs.aws.amazon.com/singlesignon/latest/userguide/permissionsetsconcept.html,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,workforce SSO and multi-account access,,,,Indirect through permission-set-created IAM roles,,,,,,,User; Group; PermissionSet; AccountAssignment,,,,,,,Permission sets and account assignments,Workforce SSO; external IdP federation,SCIM provisioning supported for external identity sources,,,,,,,,,,,,official docs; implementation repos handled separately,PermissionSet is an implementation of PermissionBundle; account assignment is closer to AccessGrant than AuthorizationResult.,,,,Identity Administration;Federation;Authorization,,,,2026-08-29
SRC-0072,IAM-P003,operational-IAM,Amazon Cognito,Amazon Web Services,current official documentation,seeded-needs-exhaustive,https://docs.aws.amazon.com/cognito/latest/developerguide/what-is-amazon-cognito.html,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,consumer and application identity,,,,Supports unauthenticated/authenticated application identities,,,,,,,User; UserPool; Group; AppClient; IdentityProvider,,,,,,,Groups/scopes/app access; AWS credential federation,OIDC/SAML/social federation; hosted sign-in,User lifecycle APIs; federation/JIT patterns,,,,,,,,,,,,official docs; implementation repos handled separately,"UserPool is an AdministrativeDomain/IdentityStore implementation, not IdentityContext.",,,,Identity Administration;Authentication;Federation,,,,2026-08-29
SRC-0073,IAM-P004,operational-IAM,Microsoft Entra ID,Microsoft,current official documentation,seeded-needs-exhaustive,https://learn.microsoft.com/en-us/entra/fundamentals/what-is-entra,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,workforce identity and application access,,,,Strong via service principals and managed identities,,,,,,,User; Group; Application; ServicePrincipal; RoleAssignment; EnterpriseApplication,,,,,,,RBAC; app roles; permissions; Conditional Access,OIDC/OAuth2/SAML federation and SSO,Provisioning and directory synchronization,,,,,,,,,,,,official docs; implementation repos handled separately,Application object and tenant-local ServicePrincipal must remain distinct; ServicePrincipal maps to contextual Principal representation.,,,,Identity Administration;Federation;Authorization;Workload Identity,,,,2026-08-29
SRC-0074,IAM-P005,operational-IAM,Microsoft Entra External ID,Microsoft,current official documentation,seeded-needs-exhaustive,https://learn.microsoft.com/en-us/entra/external-id/external-identities-overview,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,B2B collaboration and customer identity,,,,Primarily human/external identity,,,,,,,ExternalUser; CustomerAccount; Tenant; AppRegistration; IdentityProvider,,,,,,,Policies and application access,B2B federation; social login; external IdPs,Self-service sign-up and lifecycle management,,,,,,,,,,,,official docs; implementation repos handled separately,External tenant is an AdministrativeDomain implementation; external identity must not be conflated with Social Identity.,,,,Identity Administration;Federation;Authentication,,,,2026-08-29
SRC-0075,IAM-P006,operational-IAM,Microsoft Managed Identities,Microsoft,current official documentation,seeded-needs-exhaustive,https://learn.microsoft.com/en-us/entra/identity/managed-identities-azure-resources/overview-for-developers,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,Azure resource and application identity,,,,Core focus,,,,,,,ManagedIdentity; ServicePrincipal; AzureResource,,,,,,,Azure RBAC role assignments,Token acquisition through Entra rather than end-user federation,Platform-managed lifecycle,,,,,,,,,,,,official docs; implementation repos handled separately,ManagedIdentity is a provider-managed identity pattern; system-assigned and user-assigned lifecycle differences are profile semantics.,,,,Workload Identity;Authorization;Identity Administration,,,,2026-08-29
SRC-0076,IAM-P007,operational-IAM,Google Cloud IAM,Google Cloud,current official documentation,seeded-needs-exhaustive,https://cloud.google.com/iam/docs/overview,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,resource access for workforce and workloads,,,,Strong via service accounts and workload identities,,,,,,,Principal; ServiceAccount; Role; Permission; Policy; Resource,,,,,,,Allow policies; roles; permissions; conditions,Integrates with workforce/workload federation,Directory and external provisioning via adjacent services,,,,,,,,,,,,official docs; implementation repos handled separately,Google Role is a PermissionBundle implementation; policy binding patterns map to AccessGrant semantics.,,,,Authorization;Workload Identity;Identity Administration,,,,2026-08-29
SRC-0077,IAM-P008,operational-IAM,Google Workforce Identity Federation,Google Cloud,current official documentation,seeded-needs-exhaustive,https://docs.cloud.google.com/iam/docs/workforce-identity-federation,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,external workforce SSO to Google Cloud,,,,Human workforce focus,,,,,,,WorkforcePool; Provider; Subject; Group; Attribute,,,,,,,IAM allow policies with attribute-based access,OIDC or SAML federation and SSO,Explicitly sync-less federation,,,,,,,,,,,,official docs; implementation repos handled separately,Strong evidence for Federation being distinct from Provisioning and for AttributeMapping/AuthorizationContext patterns.,,,,Federation;Authorization;Identity Administration,,,,2026-08-29
SRC-0078,IAM-P009,operational-IAM,Google Workload Identity Federation,Google Cloud,current official documentation,seeded-needs-exhaustive,https://docs.cloud.google.com/iam/docs/workload-identity-federation,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,multicloud and external workload access,,,,Core focus,,,,,,,WorkloadPool; Provider; ExternalCredential; ServiceAccount,,,,,,,IAM bindings and service-account impersonation,Federated credential exchange,No persistent external user synchronization,,,,,,,,,,,,official docs; implementation repos handled separately,"Supports Workload, TokenExchange, TemporaryCredential and ServiceAccount distinctions without making pool/provider concepts Core.",,,,Workload Identity;Federation;Authorization,,,,2026-08-29
SRC-0079,IAM-P010,operational-IAM,Google Cloud Identity,Google,current official documentation,seeded-needs-exhaustive,https://cloud.google.com/identity/docs/overview,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,workforce directory and groups,,,,Limited/adjacent,,,,,,,User; Group; GroupMembership; Device; Organization,,,,,,,Group-driven access integrations,SSO/federation integrations,Directory sync and lifecycle administration,,,,,,,,,,,,official docs; implementation repos handled separately,"Directory objects are managed representations and implementation records, not identity-bearing entities themselves.",,,,Identity Administration;Device Identity;Federation,,,,2026-08-29
SRC-0080,IAM-P011,operational-IAM,Okta Identity Engine and Universal Directory,Okta,current official documentation,seeded-needs-exhaustive,https://developer.okta.com/docs/concepts/universal-directory/,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,workforce/customer SSO lifecycle and directory,,,,Service accounts now supported in current platform,,,,,,,User; UserProfile; Group; App; AppUser; Policy; IdentityProvider; Directory,,,,,,,Policies; groups; roles; app assignments,OIDC/SAML/social federation; IdP routing; account linking,Directory integrations; JIT; provisioning; SCIM,,,,,,,,,,,,official docs; implementation repos handled separately,"Strong operational evidence for IdentityStore, UserProfile, AttributeMapping, IdentitySource and linkedAccount; Okta Group is not Social Identity group.",,,,Identity Administration;Federation;Authorization;Authentication,,,,2026-08-29
SRC-0081,IAM-P012,operational-IAM,Auth0,Okta,current official documentation,seeded-needs-exhaustive,https://auth0.com/docs/authenticate/identity-providers,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,application/customer identity,,,,Machine-to-machine applications supported,,,,,,,User; Connection; Organization; Role; Permission; Application; IdentityProvider,,,,,,,RBAC roles and permissions,OIDC/SAML/social federation,JIT/profile sync and management APIs,,,,,,,,,,,,official docs; implementation repos handled separately,Connection is an operational source relationship; it should map to IdentitySource/FederationConnection rather than become Core.,,,,Identity Administration;Federation;Authentication;Authorization,,,,2026-08-29
SRC-0082,IAM-P013,operational-IAM,Keycloak,Keycloak project,current official documentation,seeded-needs-exhaustive,https://www.keycloak.org/docs/latest/server_admin/,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,workforce/application SSO and federation,,,,Service accounts and client credentials,,,,,,,User; Group; Realm; Client; Role; IdentityProvider; Session,,,,,,,Realm/client roles; role mappings; policies via authorization services,OIDC/SAML identity brokering; social login; SSO,User federation and admin lifecycle,,,,,,,,,,,,official docs; implementation repos handled separately,"Realm is an AdministrativeDomain implementation, Client maps near ApplicationRegistration, and user federation is not Enrollment.",,,,Identity Administration;Federation;Authentication;Authorization,,,,2026-08-29
SRC-0083,IAM-P014,operational-IAM,ZITADEL,ZITADEL,current official documentation,seeded-needs-exhaustive,https://zitadel.com/docs/guides/manage/console/organizations-overview,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,B2B/B2C/multitenant identity,,,,Strong via Service Accounts,,,,,,,User; ServiceAccount; Organization; Project; Application; Role; RoleAssignment; IdentityProvider,,,,,,,Project roles and role assignments,OIDC/SAML/external IdPs/social login/account linking,User APIs and external IdP onboarding,,,,,,,,,,,,official docs; implementation repos handled separately,Organization/Project are operational boundaries; RoleAssignment maps to AccessGrant; Federated User linking reinforces linkedAccount semantics.,,,,Identity Administration;Federation;Authorization;Workload Identity,,,,2026-08-29
SRC-0084,IAM-P015,operational-IAM,Ory Kratos and Hydra,Ory,current official documentation,seeded-needs-exhaustive,https://github.com/ory/kratos,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,application identity lifecycle and OAuth2 federation,,,,Machine clients supported by Hydra,,,,,,,Identity; IdentitySchema; Session; OAuthClient; Consent/Login flow,,,,,,,OAuth2 scopes/consent and policy integration,Hydra OAuth2/OIDC flows; external login app integration,Identity lifecycle APIs,,,,,,,,,,,,official docs; implementation repos handled separately,"Ory intentionally separates identity lifecycle from OAuth2 server concerns, useful evidence for bounded-context separation.",,,,Identity Administration;Authentication;Federation;Authorization,,,,2026-08-29
SRC-0085,IAM-P016,operational-IAM,authentik,goauthentik,current official documentation,seeded-needs-exhaustive,https://docs.goauthentik.io/docs/,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,workforce/application SSO,,,,Service/application flows possible,,,,,,,User; Group; Source; Provider; Application; Flow; Stage,,,,,,,Policy bindings and group/application access,OIDC/SAML/LDAP proxy/federation sources,Source-driven enrollment/provisioning flows,,,,,,,,,,,,official docs; implementation repos handled separately,Source/Provider/Application/Flow terminology should be mapped through an Anticorruption Layer rather than copied into Core.,,,,Identity Administration;Federation;Authentication;Authorization,,,,2026-08-29
SRC-0086,IAM-P017,operational-IAM,PingOne and Ping Identity,Ping Identity,current official documentation,seeded-needs-exhaustive,https://docs.pingidentity.com/pingone/,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,workforce/customer identity and federation,,,,Workforce and service use cases vary by product,,,,,,,User; Population; Application; Connection; Policy; DaVinci flow,,,,,,,Policies roles entitlements depending product,SAML/OIDC federation and SSO,Provisioning/directory integrations,,,,,,,,,,,,official docs; implementation repos handled separately,"Population/Environment are operational boundaries, not IdentityContext; ForgeRock lineage should be tracked historically where relevant.",,,,Identity Administration;Federation;Authentication;Authorization,,,,2026-08-29
SRC-0087,IAM-P018,operational-IAM,Dex,dexidp,current official documentation,seeded-needs-exhaustive,https://dexidp.io/docs/,,official-operational,supporting/material-operational,seeded-needs-exhaustive,,cluster/application federation,,,,Limited,,,,,,,Connector; Client; User identity claims; Refresh token,,,,,,,Claims/scopes primarily; downstream authorization external,OIDC provider acting as connector-based broker,Connector-specific; not general provisioning platform,,,,,,,,,,,,official docs; implementation repos handled separately,Useful focused broker benchmark: Connector is an implementation of federation/identity-source integration rather than a new domain concept.,,,,Federation;Authentication,,,,2026-08-29
